doc_id,year,doc_name_short,doc_name
5596,2015,Incremental Object Perception in an Atte,Incremental Object Perception in an Attention-Driven Cognitive Architecture
5597,2015,Humans predict liquid dynamics using pro,Humans predict liquid dynamics using probabilistic simulation
5598,2015,Power-law fluctuations in eye movements ,Power-law fluctuations in eye movements predict text comprehension during connected text reading
5599,2015,Why Stickiness is not Enough to Explain ,Why Stickiness is not Enough to Explain Persistence of Counterintuitive Religious Concepts
5600,2015,Measuring Time Gestures with the Microso,Measuring Time Gestures with the Microsoft Kinect
5601,2015,Memory Strategically Encodes Externally ,Memory Strategically Encodes Externally Unavailable Information
5602,2015,Causal reasoning in a prediction task wi,Causal reasoning in a prediction task with hidden causes
5603,2015,Robustness of semantic encoding effects ,Robustness of semantic encoding effects in a transfer task for multiple-strategy arithmetic problems.
5604,2015,Eye-tracking situated language comprehen,Eye-tracking situated language comprehension Immediate actor gaze versus recent action events
5605,2015,Understanding young childrens imitative ,Understanding young childrens imitative behavior from an individual differences perspective
5606,2015,In Search of Triggering Conditions for S,In Search of Triggering Conditions for Spontaneous Visual Perspective Taking
5607,2015,Phonological Neighborhood Density Modula,Phonological Neighborhood Density Modulates Errors In Spoken Word Recognition
5608,2015,Preschoolers' and Chimpanzees' Use of So,Preschoolers' and Chimpanzees' Use of Source Reliability on Action-Based Tasks
5609,2015,Statements of equivalence can imply diff,Statements of equivalence can imply differences Asymmetries in directional comparisons
5610,2015,You re special but it doesnt matter if y,You re special but it doesnt matter if you re a greenhorn Social recommender strategies for mere mortals
5611,2015,"Illusory inferences: disjunctions, indef","Illusory inferences: disjunctions, indefinites, and the erotetic theory of reasoning"
5612,2015,Robustness of semantic encoding effects ,Robustness of semantic encoding effects in a transfer task for multiple-strategy arithmetic problems
5613,2015,Turn Turn Turn Perceiving Global and Loc,Turn Turn Turn Perceiving Global and Local Clockwise and Counterclockwise Rotations
5614,2015,"Interactivity, Expertise and Individual ","Interactivity, Expertise and Individual Differences  in Mental Arithmetic"
5615,2015,Linking Joint Attention with Hand-Eye Co,Linking Joint Attention with Hand-Eye Coordination  A Sensorimotor Approach to Understanding Child-Parent Social Interaction
5616,2015,Computational principles underlying peop,Computational principles underlying peoples behavior explanations
5617,2015,Visuo-Spatial Memory Processing and the ,Visuo-Spatial Memory Processing and the Visual Impedance Effect
5618,2015,Auditory Stimuli Slow Down Responses and,Auditory Stimuli Slow Down Responses and First Fixations Support for Auditory Dominance in Adults
5619,2015,Computational evidence for effects of me,Computational evidence for effects of memory decay familiarity preference and mutual exclusivity in cross-situational learning
5620,2015,The Role of Outcome Divergence in Goal-D,The Role of Outcome Divergence in Goal-Directed Choice
5621,2015,Effects of Emotional Prosody and Attenti,Effects of Emotional Prosody and Attention on Semantic Priming
5622,2015,How do children construct the color lexi,How do children construct the color lexicon   Restructuring the domain as a connected system
5623,2015,Goals Affect the Perceived Quality of Ex,Goals Affect the Perceived Quality of Explanations
5624,2015,The Dynamics of Spoken Word Recognition ,The Dynamics of Spoken Word Recognition in Second Language Listeners  Reveal Native-Like Lexical Processing
5625,2015,More than Meets the Eye Gesture Changes ,More than Meets the Eye Gesture Changes Thought even without Visual Feedback
5626,2015,Learning and Generalizing Cross-Category,Learning and Generalizing Cross-Category Relations Using Hierarchical Distributed Representations
5627,2015,So good it has to be true Wishful thinki,So good it has to be true Wishful thinking in theory of mind
5628,2015,Social Cues Affect Grasping Hysteresis i,Social Cues Affect Grasping Hysteresis in ASD
5629,2015,Knowing what he could have shown The rol,Knowing what he could have shown The role of alternatives in childrens evaluation of under-informative teachers
5630,2015,A Comparison of Small Crowd Selection Me,A Comparison of Small Crowd Selection Methods
5631,2015,Is statistical learning trainable,Is statistical learning trainable
5632,2015,Representations of Time Affect Willingne,Representations of Time Affect Willingness to Wait for Future Rewards
5633,2015,Elemental Causal Learning from Transitio,Elemental Causal Learning from Transitions
5634,2015,Assessing a Bayesian account of human ga,Assessing a Bayesian account of human gaze perception
5635,2015,Making moves How sex and race are detect,Making moves How sex and race are detected from biological motion
5636,2015,Memory constraints affect statistical le,Memory constraints affect statistical learning; statistical learning affects memory constraints
5637,2015,Algebraic reasoning in 3- to 5-year-olds,Algebraic reasoning in 3- to 5-year-olds
5638,2015,The Role of Executive Functions for Stru,The Role of Executive Functions for Structure-Mapping in Mathematics
5639,2015,Sound-Symbolism is Disrupted in Dyslexia,Sound-Symbolism is Disrupted in Dyslexia Implications for the Role of Cross-Modal Abstraction Processes
5640,2015,A diffusion model account of the transfe,A diffusion model account of the transfer-of-training effect
5641,2015,Music familiarity modulates mind wanderi,Music familiarity modulates mind wandering during lexical processing
5642,2015,When Less Can Be More Dual Task Effects ,When Less Can Be More Dual Task Effects on Speech Fluency
5643,2015,Exploring Complexity in Decisions from E,Exploring Complexity in Decisions from Experience Same Minds Same Strategy
5644,2015,So good it has to be true: Wishful think,So good it has to be true: Wishful thinking in theory of mind
5645,2015,Causal relations from kinematic simulati,Causal relations from kinematic simulations
5646,2015,Analyzing the Predictability of Lexeme-s,Analyzing the Predictability of Lexeme-specific Prosodic Features as a Cue to Sentence Prominence
5647,2015,Visual abstract rule learning by 3- and ,Visual abstract rule learning by 3- and 4-month-old infants
5648,2015,Conceptual complexity and the evolution ,Conceptual complexity and the evolution of the lexicon
5649,2015,Reasoning about sentience and animacy Ch,Reasoning about sentience and animacy Childrens and adults inferences about the properties of unseen entities
5650,2015,Cross-Cultural Comparison of Peer Influe,Cross-Cultural Comparison of Peer Influence on Discovery Rate during Play
5651,2015,Children Learn Better When They Select T,Children Learn Better When They Select Their Own Data
5652,2015,Landmarks in motion Unstable entities in,Landmarks in motion Unstable entities in route directions
5653,2015,Why do people fail to consider alternati,Why do people fail to consider alternative hypotheses in judgments under uncertainty
5654,2015,The London Underground Diagram as an exa,The London Underground Diagram as an example of cognitive niche construction
5655,2015,What causes category-shifting in human s,What causes category-shifting in human semi-supervised learning?
5656,2015,A Study and Preliminary Model of Cross-D,A Study and Preliminary Model of Cross-Domain Influences on Creativity
5657,2015,Memory distortions resulting from a choi,Memory distortions resulting from a choice blindness task
5658,2015,What is Lost in Translation from Visual ,What is Lost in Translation from Visual Graphics to Text for Accessibility
5659,2015,Neural Effects of Childhood Language Dep,Neural Effects of Childhood Language Deprivation on Picture Processing Insights from Adolescent First-Language Learners
5660,2015,Why Build a Virtual Brain? Large-scale N,Why Build a Virtual Brain? Large-scale Neural Simulations as Test-bed for Artificial Computing Systems
5661,2015,The Role of Certainty and Time Delay in ,The Role of Certainty and Time Delay in Students Cheating Decisions during Online Testing
5662,2015,Assessing Masked Semantic Priming Cursor,Assessing Masked Semantic Priming Cursor Trajectory versus Response Time Measures
5663,2015,Making Sense of Time-Series Data: How La,Making Sense of Time-Series Data: How Language Can Help Identify Long-Term Trends
5664,2015,Beliefs about desires Childrens understa,Beliefs about desires Childrens understanding of how knowledge and preference influence choice
5665,2015,How do adults reason about their opponen,How do adults reason about their opponent? Typologies of players in a turn-taking game
